# times, pelvis_x, pelvis_y, pelvis_z, pelvis_rotx, pelvis_roty, pelvis_rotz, femur_r_x, femur_r_y, femur_r_z, femur_r_rotx, femur_r_roty, femur_r_rotz, tibia_r_x, tibia_r_y, tibia_r_z, tibia_r_rotx, tibia_r_roty, tibia_r_rotz, talus_r_x, talus_r_y, talus_r_z, talus_r_rotx, talus_r_roty, talus_r_rotz, calcn_r_x, calcn_r_y, calcn_r_z, calcn_r_rotx, calcn_r_roty, calcn_r_rotz, toes_r_x, toes_r_y, toes_r_z, toes_r_rotx, toes_r_roty, toes_r_rotz, femur_l_x, femur_l_y, femur_l_z, femur_l_rotx, femur_l_roty, femur_l_rotz, tibia_l_x, tibia_l_y, tibia_l_z, tibia_l_rotx, tibia_l_roty, tibia_l_rotz, talus_l_x, talus_l_y, talus_l_z, talus_l_rotx, talus_l_roty, talus_l_rotz, calcn_l_x, calcn_l_y, calcn_l_z, calcn_l_rotx, calcn_l_roty, calcn_l_rotz, toes_l_x, toes_l_y, toes_l_z, toes_l_rotx, toes_l_roty, toes_l_rotz, torso_x, torso_y, torso_z, torso_rotx, torso_roty, torso_rotz, humerus_r_x, humerus_r_y, humerus_r_z, humerus_r_rotx, humerus_r_roty, humerus_r_rotz, ulna_r_x, ulna_r_y, ulna_r_z, ulna_r_rotx, ulna_r_roty, ulna_r_rotz, radius_r_x, radius_r_y, radius_r_z, radius_r_rotx, radius_r_roty, radius_r_rotz, hand_r_x, hand_r_y, hand_r_z, hand_r_rotx, hand_r_roty, hand_r_rotz, humerus_l_x, humerus_l_y, humerus_l_z, humerus_l_rotx, humerus_l_roty, humerus_l_rotz, ulna_l_x, ulna_l_y, ulna_l_z, ulna_l_rotx, ulna_l_roty, ulna_l_rotz, radius_l_x, radius_l_y, radius_l_z, radius_l_rotx, radius_l_roty, radius_l_rotz, hand_l_x, hand_l_y, hand_l_z, hand_l_rotx, hand_l_roty, hand_l_rotz
0.000000000000000000e+00,0.000000000000000000e+00,6.747269999999999657e-03,8.947593200000000246e-01,1.519774802298294203e+00,1.539868810687455569e-01,1.029006259682547775e-01,-6.741861301659725358e-02,-8.614841424074723419e-02,8.463828629937241166e-01,1.591250397029252861e+00,-4.647873469796151569e-01,1.068558187236341855e-01,1.045601577751606032e-01,-5.953684810522123783e-02,4.896324682521453475e-01,1.589806901745040024e+00,-2.773517277434735528e-01,1.108191669851449207e-01,2.167888163801987012e-01,-3.909770368871583190e-02,8.989610440612738618e-02,1.583818376566427988e+00,-4.629098002973237036e-01,7.220592739543452154e-02,1.946140751247316114e-01,-4.745767164279638545e-02,3.560665252428791422e-02,1.519366469880274462e+00,-4.807024870195366062e-01,-1.850470363547758804e-02,3.402802815269849734e-01,-5.123337202369590559e-02,1.095940757246692543e-01,1.519223693735919811e+00,-4.859797065954967743e-01,-1.819748754268327162e-02,-8.559168429250883781e-02,7.729653362088442781e-02,8.380845980629598735e-01,1.480899432144783257e+00,3.766513645597742155e-01,-8.472835133963171894e-02,-2.376628693939485948e-01,5.445122152818335226e-02,4.721499541977845493e-01,1.475454989927710070e+00,5.013236624249978179e-01,-9.751308186998350336e-02,-4.394409969108665770e-01,3.442805375154477099e-02,1.092631246964146929e-01,1.482862368205556836e+00,4.722272716779175039e-01,-8.848989109918102558e-02,-4.962320586846489801e-01,4.332509012974483653e-02,9.496029819735669897e-02,1.526280394885401570e+00,4.690383449765964108e-01,-6.137140388611776742e-02,-3.515326829368322636e-01,3.533994572537346723e-02,1.942642156007531873e-02,1.530668160142419021e+00,-1.451988223176555737e-01,-3.542917943234919625e-02,-8.401062565583229669e-02,2.107277445034847797e-03,9.873506933971331057e-01,1.542909455624828841e+00,1.069047066968171061e-01,7.882019991329414221e-02,-3.178191678739158282e-02,-1.358694432073539460e-01,1.344918868280274182e+00,1.375575941021657256e+00,2.775352659579331527e-01,3.597329431179288606e-01,-7.743589149202412258e-02,-2.036703237765191687e-01,1.061850386690389891e+00,1.389287600777874943e+00,2.307508468298607174e-01,3.700966154536083907e-01,-7.517645183757833138e-02,-2.323074336399375828e-01,1.055628350703672336e+00,1.789210492669887076e+00,1.962510808710293819e-01,1.896304812022423736e+00,-9.338408620417849859e-02,-2.945560571263007854e-01,8.325810223224188178e-01,1.789210492669887076e+00,1.962510808710293819e-01,1.896304812022423736e+00,-5.655223532690972083e-02,1.662833741428328405e-01,1.336510627001967322e+00,1.734624026228979599e+00,1.709740241841266883e-01,-2.248243188643587742e-01,-8.345374393936169644e-02,2.116717204891869486e-01,1.046639592001562979e+00,1.353651587759865604e+00,-1.189027795539577159e+00,-2.193576787220115065e-01,-6.470457988134567517e-02,2.303124839775622101e-01,1.033798499976441354e+00,2.764076725005989221e+00,-1.615430833296006008e-01,-1.959866805917463317e+00,1.379600701910388694e-01,1.437587398570505659e-01,9.603682013051947353e-01,2.764076725005989221e+00,-1.615430833296006008e-01,-1.959866805917463317e+00
1.102664000000000075e-02,1.761058999999999888e-02,6.434050000000000186e-03,8.930718699999999899e-01,1.517399097469042335e+00,1.543675110842775144e-01,1.084331932409188515e-01,-4.926499111069934655e-02,-8.697222960466763353e-02,8.449253986273305150e-01,1.591704625488298941e+00,-4.536435958362760035e-01,1.191438511826711788e-01,1.183927637542274980e-01,-5.854448325583468116e-02,4.862633603870392673e-01,1.590224629387677169e+00,-2.563608477739358626e-01,1.233809965475618081e-01,2.219823140020381058e-01,-3.756065242661323772e-02,8.422968649791362505e-02,1.583633038520390945e+00,-4.278823142578754846e-01,8.802862802922692409e-02,1.980627398884109713e-01,-4.644348576198817358e-02,3.077033702815874794e-02,1.511870631224107919e+00,-4.470057196956751522e-01,-6.112935905438589453e-03,3.461708503879475929e-01,-4.844186299487557301e-02,9.981403685308593010e-02,1.511723735055643836e+00,-4.521594989470774095e-01,-5.774925838005874959e-03,-6.840269273816754203e-02,7.634253702514928741e-02,8.362416160979018187e-01,1.487103374344760365e+00,3.734661248802818578e-01,-6.855274386760258631e-02,-2.188305145601670831e-01,5.341327249436338825e-02,4.696336013826372113e-01,1.479874856747900758e+00,5.409378043427754967e-01,-8.486996741479475859e-02,-4.344364677569285682e-01,3.387593066965998573e-02,1.147610098259750910e-01,1.485579998179871852e+00,5.196386106187856901e-01,-7.819709760056986481e-02,-4.919141491033170999e-01,4.234065464518416144e-02,1.032017107714504195e-01,1.519099395752494752e+00,5.172990111965494187e-01,-5.742328113284587282e-02,-3.509946761515794211e-01,3.513242908390976083e-02,2.075911243730790834e-02,1.525540132967740048e+00,-1.204810865032692052e-01,-2.639715880064169226e-02,-6.635973663146840784e-02,1.518623660727138995e-03,9.856855839459891522e-01,1.544897617830121916e+00,1.045171273518247651e-01,8.377867165826641260e-02,-1.426785997536440809e-02,-1.369841385962897728e-01,1.343070298777127025e+00,1.377287595188083857e+00,2.883309365445957395e-01,3.529867629750058633e-01,-6.343543086550343379e-02,-2.050718769048884838e-01,1.060659923708024976e+00,1.388833495113340311e+00,2.493548297979980566e-01,3.616284552820919207e-01,-6.152133939245479216e-02,-2.337698198340116551e-01,1.054604580103308598e+00,1.808144449603902970e+00,1.974856282487017223e-01,1.891648194759080193e+00,-8.408828036317887722e-02,-2.974216483743675754e-01,8.323531511497865853e-01,1.808144449603902970e+00,1.974856282487017223e-01,1.891648194759080193e+00,-4.045477006675442244e-02,1.650652410854003271e-01,1.335259395604615706e+00,1.734118159044034435e+00,1.784938818983137498e-01,-2.251395138662153350e-01,-6.950202674304600814e-02,2.108053117037917978e-01,1.045650844451003980e+00,1.319023209630512561e+00,-1.223509880492389179e+00,-1.933367210513790013e-01,-5.023873001361944118e-02,2.290820222116571603e-01,1.033049649554196092e+00,2.800753053431682016e+00,-1.671956690136933987e-01,-1.972206130370955934e+00,1.540361731445105964e-01,1.399095994746130112e-01,9.676542159511376529e-01,2.800753053431682016e+00,-1.671956690136933987e-01,-1.972206130370955934e+00
2.205328000000000149e-02,3.533913000000000332e-02,6.077319999999999771e-03,8.914280599999999666e-01,1.515218060343973550e+00,1.546368211746737831e-01,1.135771044898309240e-01,-3.102472918500682325e-02,-8.779834012803609811e-02,8.434868694253344623e-01,1.592110409673729077e+00,-4.408878314317996039e-01,1.310670179926269607e-01,1.317103400795239798e-01,-5.781390537485261993e-02,4.826905998943120668e-01,1.590601926498298679e+00,-2.318446868626116431e-01,1.356124104437575195e-01,2.252173570322907881e-01,-3.674604858810771868e-02,7.819736854351522215e-02,1.583394902811321892e+00,-3.922429725568742920e-01,1.028706367769333940e-01,1.995533412598389233e-01,-4.618607420316674095e-02,2.565027528052774702e-02,1.504103005475000865e+00,-4.127173526839428841e-01,5.474236369950678978e-03,3.499511485049787707e-01,-4.646942833548459856e-02,8.958350356685781946e-02,1.503961062153513550e+00,-4.175339755151346588e-01,5.826185726418565275e-03,-5.105723355477585074e-02,7.538986639009324919e-02,8.344491305475214560e-01,1.493877664722506715e+00,3.677016347133382768e-01,-5.219040475904656445e-02,-1.989144938602009915e-01,5.257254748342050227e-02,4.667898892161130853e-01,1.484827803144105340e+00,5.824301422175903742e-01,-7.186155013235127897e-02,-4.286998625961663256e-01,3.332873697427411741e-02,1.209133923424953183e-01,1.488398158799314031e+00,5.697756706102461433e-01,-6.784600377740516997e-02,-4.867538997718188210e-01,4.134110670279760036e-02,1.122830100501437944e-01,1.511190252972367309e+00,5.682721187882904257e-01,-5.380064162392982074e-02,-3.501912564037982234e-01,3.486452079626960188e-02,2.275236354205284472e-02,1.520378243447028543e+00,-8.653011681372194119e-02,-1.733413367788503440e-02,-4.860087423978922544e-02,9.029939986202623753e-04,9.840551576562335256e-01,1.546893864883204683e+00,1.018978187548910397e-01,8.851179158848199169e-02,3.247960470497864016e-03,-1.381518212428780312e-01,1.341260798511260344e+00,1.378939025436988430e+00,2.993256695109935972e-01,3.468301272263563662e-01,-4.943848162342594221e-02,-2.065459552052092695e-01,1.059559908663687766e+00,1.389008681890269381e+00,2.656533045564584139e-01,3.542914162182597693e-01,-4.782818442891675903e-02,-2.352901570244859131e-01,1.053637015331908566e+00,1.824760802143073013e+00,1.979545533504126487e-01,1.887530634562770260e+00,-7.426929604940979424e-02,-2.999929881949547350e-01,8.321174201986836216e-01,1.824760802143073013e+00,1.979545533504126487e-01,1.887530634562770260e+00,-2.428791256154099604e-02,1.637924957034492535e-01,1.334049876602243945e+00,1.733607929318366603e+00,1.859743428405440657e-01,-2.254529987904682897e-01,-5.546812503128384364e-02,2.098813763177657388e-01,1.044718544880377076e+00,1.281567673253486861e+00,-1.254043404788044658e+00,-1.636247724424059746e-01,-3.575340978234574363e-02,2.278292168593435418e-01,1.032344867850125691e+00,2.833727239679785015e+00,-1.721700851630137974e-01,-1.983477536867591429e+00,1.697281487206035999e-01,1.364117391419296943e-01,9.742355428138234075e-01,2.833727239679785015e+00,-1.721700851630137974e-01,-1.983477536867591429e+00
3.307991999999999877e-02,5.294930999999999943e-02,5.658950000000000265e-03,8.899992599999999587e-01,1.513339472344660264e+00,1.548125710070389627e-01,1.182383058120847208e-01,-1.294684763483071321e-02,-8.863330361681570624e-02,8.422307929851793329e-01,1.593051133378405870e+00,-4.285159116814182267e-01,1.421990280684267138e-01,1.449570141916237120e-01,-5.710453004868408511e-02,4.794250266844172770e-01,1.591481879610210814e+00,-2.073712284846843112e-01,1.471881465308742809e-01,2.283391316212343702e-01,-3.605001782791053544e-02,7.272326737459955392e-02,1.583859122079201986e+00,-3.563644621852805616e-01,1.169411051700006282e-01,2.009543842274606196e-01,-4.605028817595457902e-02,2.115755199397127001e-02,1.496767090840366077e+00,-3.781702413592415435e-01,1.628144760814679431e-02,3.534619151531034342e-01,-4.468669937584152790e-02,7.986557554587433994e-02,1.496637211086792929e+00,-3.825463436442078091e-01,1.663128822585222336e-02,-3.378658937485577718e-02,7.443659871327090727e-02,8.328881584414837835e-01,1.501178765529264769e+00,3.589136690622634629e-01,-3.601111753766243762e-02,-1.779912651290012082e-01,5.200450502919665152e-02,4.637573823375501503e-01,1.490377250661924613e+00,6.253788852214431371e-01,-5.866723263631275914e-02,-4.220950951186115407e-01,3.289053059682787994e-02,1.278255928572998856e-01,1.491378737400261389e+00,6.220106316251510226e-01,-5.758195680691603757e-02,-4.805847678685405411e-01,4.044300203460234056e-02,1.222694110425510405e-01,1.502123118388984491e+00,6.213454564117282253e-01,-5.098192666885014573e-02,-3.489453973756403427e-01,3.458635686038810664e-02,2.560600412784085067e-02,1.514927220833037547e+00,-4.059992592229955122e-02,-8.693611487678323466e-03,-3.096819003162862294e-02,2.417816354216510005e-04,9.826328643610159341e-01,1.548897643195009888e+00,9.941894013372806760e-02,9.288570349766935019e-02,2.064494192247946086e-02,-1.393863876651575406e-01,1.339648931378970786e+00,1.380721101090435887e+00,3.098748548289108062e-01,3.416619753168619877e-01,-3.538754016377210904e-02,-2.080219524955768395e-01,1.058653325944381773e+00,1.389781359592803467e+00,2.798177044284387294e-01,3.483048126958920299e-01,-3.403502188812103368e-02,-2.367998542357468428e-01,1.052830446377643447e+00,1.839225012224269262e+00,1.977241147678183708e-01,1.884178898627319576e+00,-6.387769693924882919e-02,-3.022519712907300038e-01,8.319640729931848666e-01,1.839225012224269262e+00,1.977241147678183708e-01,1.884178898627319576e+00,-8.134789060435708430e-03,1.624557090360853606e-01,1.333040756279353367e+00,1.733149541491888268e+00,1.931323025799400184e-01,-2.258106767849296370e-01,-4.134913024249931707e-02,2.088895471608402665e-01,1.043991078371327319e+00,1.242851561093196278e+00,-1.280017635064046200e+00,-1.316939529497051231e-01,-2.125078718424760343e-02,2.265500794243928695e-01,1.031822879359870049e+00,2.862277268997183821e+00,-1.764040591824904414e-01,-1.993444896973646685e+00,1.850850987916042856e-01,1.332605214873566757e-01,9.800630463649491197e-01,2.862277268997183821e+00,-1.764040591824904414e-01,-1.993444896973646685e+00
4.410656000000000299e-02,7.032349000000000239e-02,5.189049999999999739e-03,8.889589100000000466e-01,1.511718549517488741e+00,1.549066533739267004e-01,1.223569423465771105e-01,4.844768573124200173e-03,-8.946654265392195438e-02,8.413352295064183695e-01,1.594517944147098687e+00,-4.174174811068000479e-01,1.527148496399229338e-01,1.583250355827562905e-01,-5.631864338947219911e-02,4.767796896822269481e-01,1.592847086563015546e+00,-1.824964973091501019e-01,1.583306119009850188e-01,2.313605833964764158e-01,-3.537553128345703735e-02,6.808740222323211855e-02,1.584947369095037528e+00,-3.205494572551140786e-01,1.303506047817453439e-01,2.022965077749104279e-01,-4.593797516528012187e-02,1.756347633580761930e-02,1.489820173514003532e+00,-3.436650349595985476e-01,2.639513654515713431e-02,3.567140107317087194e-01,-4.299320607766339564e-02,7.098258816322694509e-02,1.489701825467868224e+00,-3.477112679896760539e-01,2.674440562816895323e-02,-1.670619824381493201e-02,7.349559392614393727e-02,8.317294722501102910e-01,1.508941151190207997e+00,3.470218597446174669e-01,-2.025874595927870669e-02,-1.561474194722161091e-01,5.178073449573751541e-02,4.607303780386129977e-01,1.496607944048540917e+00,6.692663293357148380e-01,-4.527738356312731305e-02,-4.144705554781800139e-01,3.264187496041559555e-02,1.356072437074298809e-01,1.494402194130062034e+00,6.763025947771859059e-01,-4.758600339117401157e-02,-4.732338058447562168e-01,3.973629228667506508e-02,1.332615138153315504e-01,1.491325185875694403e+00,6.764794630253697649e-01,-4.947547299512725094e-02,-3.471127041050896533e-01,3.433113712326356370e-02,2.947668647311055268e-02,1.508840242426842781e+00,1.930111215680549788e-02,-8.559570572091047130e-04,-1.357901916403726761e-02,-4.463627480792986546e-04,9.815930735720821421e-01,1.550969274324609737e+00,9.718357319901151092e-02,9.682618339223794668e-02,3.783252924329005146e-02,-1.406900973144853129e-01,1.338396886285092124e+00,1.382777407880169562e+00,3.194407247295940611e-01,3.376941723817928898e-01,-2.123056383760360544e-02,-2.094378017199810815e-01,1.058050111278529437e+00,1.391125348052845823e+00,2.919166570634408320e-01,3.437464145384351299e-01,-2.008860817208546479e-02,-2.382385937581313617e-01,1.052295706362745609e+00,1.851600777414107002e+00,1.968454522772499493e-01,1.881667275697332053e+00,-5.286282465864317048e-02,-3.041737376018889272e-01,8.319892667991579671e-01,1.851600777414107002e+00,1.968454522772499493e-01,1.881667275697332053e+00,7.937723760350880176e-03,1.610566164865019079e-01,1.332412443951758174e+00,1.732752854688556887e+00,1.997558477245403585e-01,-2.262119814330589285e-01,-2.715167650822866013e-02,2.078207996500835431e-01,1.043637695672545940e+00,1.205293842982359642e+00,-1.300892259553200203e+00,-9.984384180240783724e-02,-6.742909743872461947e-03,2.252415397520904916e-01,1.031641741598024575e+00,2.885697885054761880e+00,-1.799084328447137782e-01,-2.001839261737841102e+00,2.001537614485632277e-01,1.304494195645973242e-01,9.851149625021264900e-01,2.885697885054761880e+00,-1.799084328447137782e-01,-2.001839261737841102e+00
5.513320000000000026e-02,8.741364000000000078e-02,4.674180000000000001e-03,8.883976000000000095e-01,1.510372625643519484e+00,1.549130108827129759e-01,1.258757519080384302e-01,2.229575159584425148e-02,-9.028755025744004958e-02,8.408887637648797542e-01,1.596468468651122352e+00,-4.073608656082187141e-01,1.625446333769992591e-01,1.716844211911496276e-01,-5.546465738997626710e-02,4.747929993365166967e-01,1.594662240222044058e+00,-1.573620812848530448e-01,1.689766981565575810e-01,2.342149785079649105e-01,-3.473339901637240157e-02,6.435136481889569549e-02,1.586568840900360877e+00,-2.856366474401890732e-01,1.429284152695520782e-01,2.035528044673401149e-01,-4.584701456541283304e-02,1.490167895435967615e-02,1.483295716738194159e+00,-3.100297617611318945e-01,3.563440548364098931e-02,3.596426397703103017e-01,-4.142621271253585369e-02,6.310394258265558665e-02,1.483193496689970914e+00,-3.136424234692411495e-01,3.596757905071476524e-02,1.392236989397471758e-04,7.258032139780766501e-02,8.310644390554948746e-01,1.517054433933420432e+00,3.317993678059477092e-01,-5.195718914387263167e-03,-1.333396528027657180e-01,5.195327851431015553e-02,4.578170253561815173e-01,1.503559941398188382e+00,7.137564347339996340e-01,-3.173059959137383007e-02,-4.056203194005181811e-01,3.265297880133403302e-02,1.442999954428548226e-01,1.497188376231516349e+00,7.330106219961514125e-01,-3.818877843204977057e-02,-4.644734498844730330e-01,3.930397500045888781e-02,1.453129521884976016e-01,1.478154345098282141e+00,7.340099482171034140e-01,-4.991027149038371191e-02,-3.445318949919040641e-01,3.412741061010520632e-02,3.443344558836931857e-02,1.501747250805067990e+00,9.428304811903485960e-02,5.733388680936361836e-03,3.517820427476711642e-03,-1.151573811615991781e-03,9.810260472089589179e-01,1.553098812287873498e+00,9.517078927779545894e-02,1.002877110272479971e-01,5.474715852973938146e-02,-1.420512013065182710e-01,1.337597587086602591e+00,1.385205562841777649e+00,3.276736185504827148e-01,3.351546052616936056e-01,-6.932914797919999261e-03,-2.107515309837094120e-01,1.057803299549441078e+00,1.393021842609659222e+00,3.020103664676693223e-01,3.407534053228820081e-01,-5.951194257473769664e-03,-2.395657217451383214e-01,1.052086526312199899e+00,1.861945831514229655e+00,1.953572911956724389e-01,1.880135030587919198e+00,-4.118633069410800041e-02,-3.057497805638280108e-01,8.322350416873161016e-01,1.861945831514229655e+00,1.953572911956724389e-01,1.880135030587919198e+00,2.387985696314381609e-02,1.596096290100528226e-01,1.332254799301896941e+00,1.732437468918895718e+00,2.057675358110225561e-01,-2.265985486622066891e-01,-1.290535830171336482e-02,2.066880478714998581e-01,1.043742268382853000e+00,1.171589481624022211e+00,-1.316598838765106194e+00,-7.069810256305146534e-02,7.740281223224603629e-03,2.239190625701726889e-01,1.031878349900242409e+00,2.903737297603594669e+00,-1.827412901556179636e-01,-2.008501639837670716e+00,2.149751332042811880e-01,1.279743047416249668e-01,9.893949491088697146e-01,2.903737297603594669e+00,-1.827412901556179636e-01,-2.008501639837670716e+00
6.615985000000000615e-02,1.041862900000000008e-01,4.128429999999999774e-03,8.883550199999999952e-01,1.509312307042714352e+00,1.548322746370428549e-01,1.287799100240446804e-01,3.937021402440372964e-02,-9.108143916676288143e-02,8.409301717399160214e-01,1.598804061055999481e+00,-3.977118242719712149e-01,1.717347805530340388e-01,1.847772204539370189e-01,-5.458061030189799434e-02,4.733975756659335454e-01,1.596844837576591569e+00,-1.321867684986042513e-01,1.791508484564487691e-01,2.367422079033116578e-01,-3.416703876719395100e-02,6.146904158000154883e-02,1.588492685280365357e+00,-2.539235856422617510e-01,1.543111808712854804e-01,2.046668581693978362e-01,-4.579387856229356207e-02,1.304444725648722103e-02,1.477130493819301726e+00,-2.795958053827270473e-01,4.345761821724224844e-02,3.621089780530705737e-01,-4.010226724321147573e-02,5.647971909804744284e-02,1.477045055586900357e+00,-2.827433364097521329e-01,4.376552612247075480e-02,1.671628636818613123e-02,7.170750268751645284e-02,8.309335386235656706e-01,1.525384245270014816e+00,3.131033766143930253e-01,8.961052167088173759e-03,-1.095364143056257872e-01,5.255720248109593123e-02,4.551021418801929341e-01,1.511271411534488074e+00,7.583131108592925385e-01,-1.800338791608359704e-02,-3.953014546347616287e-01,3.296889929325309831e-02,1.538433974070914090e-01,1.499374344392926828e+00,7.923017150428589561e-01,-2.971768013992509561e-02,-4.540356473703020534e-01,3.920073618588033881e-02,1.583613186346927715e-01,1.461931370226471794e+00,7.940549103129437292e-01,-5.292663430820820913e-02,-3.409816060754916056e-01,3.399526957059155474e-02,4.046846364741669977e-02,1.493240576873422043e+00,1.847695897846344804e-01,1.059067647021765500e-02,2.028885154959474135e-02,-1.859396132494303862e-03,9.809716650549213934e-01,1.555275330660502275e+00,9.335498119662721805e-02,1.032798430344471080e-01,7.134646815533041142e-02,-1.434506105135284482e-01,1.337293795939263008e+00,1.388079314316033264e+00,3.343518524302577788e-01,3.342888493425625329e-01,7.529842830787114583e-03,-2.119337032075619687e-01,1.057925733288688663e+00,1.395456824510707072e+00,3.101809797091674703e-01,3.395045004137655642e-01,8.405999847185822299e-03,-2.407528035974624003e-01,1.052216559766974369e+00,1.870342455201285947e+00,1.932895987723508568e-01,1.879773787637445848e+00,-2.882266621347305199e-02,-3.069829944532695976e-01,8.327077717521507161e-01,1.870342455201285947e+00,1.932895987723508568e-01,1.879773787637445848e+00,3.964641532863037027e-02,1.581347587522070886e-01,1.332607226806833634e+00,1.732233575893343591e+00,2.111161206220007192e-01,-2.269123542847295560e-01,1.358098352409645160e-03,2.055140941961927648e-01,1.044339619473122482e+00,1.144488178009412049e+00,-1.327315572239966990e+00,-4.697838987072145561e-02,2.216925442194205703e-02,2.226061059110719387e-01,1.032564145839778291e+00,2.916380226712888657e+00,-1.849487167898939410e-01,-2.013360256614918242e+00,2.295818085208861659e-01,1.258337498146519517e-01,9.929199372981801774e-01,2.916380226712888657e+00,-1.849487167898939410e-01,-2.013360256614918242e+00
7.718648999999999649e-02,1.206121799999999994e-01,3.562290000000000074e-03,8.888187199999999510e-01,1.508531324334598578e+00,1.546735080911053328e-01,1.310738108488766762e-01,5.603839879854161099e-02,-9.183906200557996613e-02,8.414481812552067064e-01,1.601433179926202710e+00,-3.878432560975194066e-01,1.804145241774277320e-01,1.973493104873873805e-01,-5.370558554064249618e-02,4.724864198030653273e-01,1.599321772486569371e+00,-1.075042099413471980e-01,1.889427442603681673e-01,2.389137685656087529e-01,-3.368637889054720141e-02,5.935954073639715389e-02,1.590579719633043787e+00,-2.261350292007172635e-01,1.645657950993361929e-01,2.056346418507916940e-01,-4.578012649949517177e-02,1.187066000162995127e-02,1.471603439851461470e+00,-2.530044444664319991e-01,5.023140616291832394e-02,3.641312592472486509e-01,-3.897658353681549698e-02,5.110804612581752726e-02,1.471531189650417071e+00,-2.557953254389376263e-01,5.051849506913860116e-02,3.299411830236595455e-02,7.088722516345612179e-02,8.313244812129321204e-01,1.533751288365266419e+00,2.910660186568953534e-01,2.194465958953543266e-02,-8.480103253683518583e-02,5.359821421324477420e-02,4.526674995756790332e-01,1.519738460743173647e+00,8.021324593725798202e-01,-4.137789926036680721e-03,-3.833149876159345770e-01,3.361795727930749073e-02,1.640632740808186107e-01,1.500650872300828720e+00,8.535693814696142523e-01,-2.246106562815190777e-02,-4.417003760691438075e-01,3.946408982478772504e-02,1.721825073573827469e-01,1.441828834255027392e+00,8.559436681302632355e-01,-5.930895662864012208e-02,-3.361907781618378444e-01,3.394414917666795789e-02,4.750575171503240712e-02,1.482698884671984851e+00,2.901926997586466994e-01,1.305026103068972036e-02,3.670552135658337878e-02,-2.559145334874479358e-03,9.814182764044445673e-01,1.557469436107181027e+00,9.174404204783188910e-02,1.058194810271967240e-01,8.760539322466255607e-02,-1.448650388795061916e-01,1.337478171460865228e+00,1.391399955980354042e+00,3.393637065218224613e-01,3.352111799951089655e-01,2.216753435453294729e-02,-2.129700426865573093e-01,1.058392870585268319e+00,1.398388132458116218e+00,3.164705668578776665e-01,3.400818439033616025e-01,2.299505785851186507e-02,-2.417863729033769005e-01,1.052662497265216768e+00,1.876833042247465055e+00,1.906931959747277250e-01,1.880686126687131310e+00,-1.576011715009279640e-02,-3.078872582352486509e-01,8.333790525148556672e-01,1.876833042247465055e+00,1.906931959747277250e-01,1.880686126687131310e+00,5.520663690542317037e-02,1.566556313786436339e-01,1.333453468907729977e+00,1.732180641444013736e+00,2.157955047904684676e-01,-2.271235234188860863e-01,1.561067589396615551e-02,2.043317148462407140e-01,1.045411525748998427e+00,1.126147704333835931e+00,-1.333402758599790294e+00,-3.088188094434446418e-02,3.652058143186978634e-02,2.213338447099864603e-01,1.033680954953258846e+00,2.923823891106400730e+00,-1.865630550456106596e-01,-2.016451522518566186e+00,2.439960134631145305e-01,1.240268605544358332e-01,9.957097064724774738e-01,2.923823891106400730e+00,-1.865630550456106596e-01,-2.016451522518566186e+00
